test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,0,positive,defect_at_iteration,999
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,1,positive,defect_at_iteration,998
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,2,positive,defect_at_iteration,997
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,3,positive,defect_at_iteration,996
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,4,positive,defect_at_iteration,995
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,5,positive,defect_at_iteration,994
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,6,positive,defect_at_iteration,993
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,7,positive,defect_at_iteration,992
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,8,positive,defect_at_iteration,991
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,9,positive,defect_at_iteration,990
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,10,positive,defect_at_iteration,989
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,11,positive,defect_at_iteration,988
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,12,positive,defect_at_iteration,987
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,13,positive,defect_at_iteration,986
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,14,positive,defect_at_iteration,985
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,15,positive,defect_at_iteration,984
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,16,positive,defect_at_iteration,983
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,17,positive,defect_at_iteration,982
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,18,positive,defect_at_iteration,981
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,19,positive,defect_at_iteration,980
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,20,positive,defect_at_iteration,979
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,21,positive,defect_at_iteration,978
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,22,positive,defect_at_iteration,977
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,23,positive,defect_at_iteration,976
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,24,positive,defect_at_iteration,975
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,25,positive,defect_at_iteration,974
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,26,positive,defect_at_iteration,973
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,27,positive,defect_at_iteration,972
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,28,positive,defect_at_iteration,971
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,29,positive,defect_at_iteration,970
W4,1000,1.5,16,HungarianMatcher+BellmanFordStrategy,30,positive,defect_at_iteration,969
