test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,0,negative,defect_at_iteration,499
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,1,negative,defect_at_iteration,498
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,2,negative,defect_at_iteration,497
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,3,negative,defect_at_iteration,496
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,4,negative,defect_at_iteration,495
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,5,negative,defect_at_iteration,494
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,6,negative,defect_at_iteration,493
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,7,negative,defect_at_iteration,492
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,8,negative,defect_at_iteration,491
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,9,negative,defect_at_iteration,490
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,10,negative,defect_at_iteration,489
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,11,negative,defect_at_iteration,488
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,12,negative,defect_at_iteration,487
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,13,negative,defect_at_iteration,486
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,14,negative,defect_at_iteration,485
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,15,negative,defect_at_iteration,484
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,16,negative,defect_at_iteration,483
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,17,negative,defect_at_iteration,482
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,18,negative,defect_at_iteration,481
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,19,negative,defect_at_iteration,480
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,20,negative,defect_at_iteration,479
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,21,negative,defect_at_iteration,478
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,22,negative,defect_at_iteration,477
W4,500,1.5,5,HungarianMatcher+BellmanFordStrategy,23,negative,defect_at_iteration,476
