test_id,n,alpha,rep,algorithm,iteration,weight_regime,metric_name,metric_value
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,0,mixed,defect_at_iteration,499
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,1,mixed,defect_at_iteration,498
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,2,mixed,defect_at_iteration,497
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,3,mixed,defect_at_iteration,496
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,4,mixed,defect_at_iteration,495
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,5,mixed,defect_at_iteration,494
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,6,mixed,defect_at_iteration,493
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,7,mixed,defect_at_iteration,492
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,8,mixed,defect_at_iteration,491
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,9,mixed,defect_at_iteration,490
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,10,mixed,defect_at_iteration,489
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,11,mixed,defect_at_iteration,488
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,12,mixed,defect_at_iteration,487
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,13,mixed,defect_at_iteration,486
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,14,mixed,defect_at_iteration,485
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,15,mixed,defect_at_iteration,484
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,16,mixed,defect_at_iteration,483
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,17,mixed,defect_at_iteration,482
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,18,mixed,defect_at_iteration,481
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,19,mixed,defect_at_iteration,480
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,20,mixed,defect_at_iteration,479
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,21,mixed,defect_at_iteration,478
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,22,mixed,defect_at_iteration,477
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,23,mixed,defect_at_iteration,476
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,24,mixed,defect_at_iteration,475
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,25,mixed,defect_at_iteration,474
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,26,mixed,defect_at_iteration,473
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,27,mixed,defect_at_iteration,472
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,28,mixed,defect_at_iteration,471
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,29,mixed,defect_at_iteration,470
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,30,mixed,defect_at_iteration,469
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,31,mixed,defect_at_iteration,468
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,32,mixed,defect_at_iteration,467
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,33,mixed,defect_at_iteration,466
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,34,mixed,defect_at_iteration,465
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,35,mixed,defect_at_iteration,464
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,36,mixed,defect_at_iteration,463
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,37,mixed,defect_at_iteration,462
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,38,mixed,defect_at_iteration,461
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,39,mixed,defect_at_iteration,460
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,40,mixed,defect_at_iteration,459
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,41,mixed,defect_at_iteration,458
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,42,mixed,defect_at_iteration,457
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,43,mixed,defect_at_iteration,456
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,44,mixed,defect_at_iteration,455
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,45,mixed,defect_at_iteration,454
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,46,mixed,defect_at_iteration,453
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,47,mixed,defect_at_iteration,452
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,48,mixed,defect_at_iteration,451
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,49,mixed,defect_at_iteration,450
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,50,mixed,defect_at_iteration,449
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,51,mixed,defect_at_iteration,448
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,52,mixed,defect_at_iteration,447
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,53,mixed,defect_at_iteration,446
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,54,mixed,defect_at_iteration,445
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,55,mixed,defect_at_iteration,444
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,56,mixed,defect_at_iteration,443
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,57,mixed,defect_at_iteration,442
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,58,mixed,defect_at_iteration,441
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,59,mixed,defect_at_iteration,440
C2,500,2,26,HungarianMatcher+BellmanFordStrategy,60,mixed,defect_at_iteration,439
