n,alpha,algorithm,rep,returned_size,oracle_size,correct
2,1.5,SimpleAugmentingMatcher,9,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,9,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,9,1.0,1.0,True
5,1.5,SimpleAugmentingMatcher,10,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,10,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,10,5.0,5.0,True
6,1.5,SimpleAugmentingMatcher,0,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,0,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,0,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,2,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,2,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,2,6.0,6.0,True
2,1.5,SimpleAugmentingMatcher,24,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,24,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,24,2.0,2.0,True
5,1.0,SimpleAugmentingMatcher,27,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,24,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,24,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,24,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,49,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,0,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,0,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,0,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,14,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,14,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,14,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,32,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,32,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,32,3.0,3.0,True
6,2.0,SimpleAugmentingMatcher,28,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,28,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,28,6.0,6.0,True
4,1.5,SimpleAugmentingMatcher,18,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,18,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,18,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,41,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,41,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,41,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,13,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,13,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,13,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,35,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,35,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,35,5.0,5.0,True
4,2.0,SimpleAugmentingMatcher,14,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,14,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,14,4.0,4.0,True
4,1.0,SimpleAugmentingMatcher,37,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,37,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,37,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,35,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,35,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,35,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,22,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,22,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,22,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,33,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,33,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,33,1.0,1.0,True
4,2.0,SimpleAugmentingMatcher,48,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,48,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,48,4.0,4.0,True
4,1.0,SimpleAugmentingMatcher,47,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,47,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,47,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,17,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,17,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,17,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,31,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,31,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,31,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,36,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,36,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,36,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,9,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,9,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,9,6.0,6.0,True
4,1.0,SimpleAugmentingMatcher,43,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,43,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,43,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,44,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,44,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,44,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,19,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,19,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,19,1.0,1.0,True
4,1.5,SimpleAugmentingMatcher,4,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,4,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,4,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,34,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,34,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,34,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,24,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,24,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,24,5.0,5.0,True
6,1.5,SimpleAugmentingMatcher,31,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,31,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,31,6.0,6.0,True
4,1.5,SimpleAugmentingMatcher,42,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,42,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,42,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,16,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,16,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,16,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,9,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,9,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,9,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,5,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,5,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,5,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,27,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,0,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,0,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,0,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,17,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,17,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,17,5.0,5.0,True
3,1.0,SimpleAugmentingMatcher,13,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,13,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,13,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,25,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,25,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,25,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,7,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,7,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,7,1.0,1.0,True
3,2.0,SimpleAugmentingMatcher,47,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,47,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,47,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,20,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,20,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,20,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,18,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,18,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,18,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,18,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,18,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,18,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,9,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,9,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,9,5.0,5.0,True
4,1.0,SimpleAugmentingMatcher,49,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,1,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,1,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,1,1.0,1.0,True
5,2.0,SimpleAugmentingMatcher,11,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,11,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,11,5.0,5.0,True
5,1.5,SimpleAugmentingMatcher,49,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,49,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,49,5.0,5.0,True
4,1.0,SimpleAugmentingMatcher,17,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,17,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,17,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,36,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,36,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,36,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,0,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,0,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,0,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,45,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,45,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,45,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,36,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,36,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,36,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,46,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,46,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,46,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,33,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,33,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,33,5.0,5.0,True
3,1.0,SimpleAugmentingMatcher,28,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,28,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,28,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,4,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,4,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,4,6.0,6.0,True
3,1.5,SimpleAugmentingMatcher,11,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,11,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,11,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,10,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,10,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,10,1.0,1.0,True
6,1.0,SimpleAugmentingMatcher,11,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,11,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,11,4.0,4.0,True
6,1.0,SimpleAugmentingMatcher,21,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,21,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,21,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,27,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,27,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,27,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,32,1.0,1.0,True
4,1.0,HopcroftKarpMatcher,32,1.0,1.0,True
4,1.0,HopcroftKarpMatcher,32,1.0,1.0,True
3,2.0,SimpleAugmentingMatcher,11,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,11,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,11,3.0,3.0,True
4,1.0,SimpleAugmentingMatcher,29,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,29,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,29,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,19,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,19,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,19,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,32,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,32,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,32,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,23,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,23,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,23,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,45,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,45,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,45,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,21,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,21,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,21,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,27,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,27,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,27,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,20,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,20,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,20,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,11,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,11,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,11,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,43,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,43,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,43,6.0,6.0,True
6,1.0,SimpleAugmentingMatcher,20,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,20,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,20,4.0,4.0,True
2,1.5,SimpleAugmentingMatcher,41,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,41,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,41,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,19,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,19,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,19,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,49,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,49,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,49,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,11,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,11,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,11,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,11,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,11,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,11,1.0,1.0,True
5,2.0,SimpleAugmentingMatcher,49,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,49,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,49,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,8,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,8,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,8,3.0,3.0,True
4,1.5,SimpleAugmentingMatcher,15,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,15,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,15,4.0,4.0,True
4,2.0,SimpleAugmentingMatcher,3,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,3,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,3,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,26,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,26,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,26,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,40,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,40,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,40,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,4,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,4,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,4,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,9,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,9,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,9,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,35,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,35,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,35,3.0,3.0,True
4,1.5,SimpleAugmentingMatcher,31,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,31,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,31,4.0,4.0,True
3,1.0,SimpleAugmentingMatcher,25,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,25,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,25,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,5,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,5,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,5,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,32,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,32,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,32,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,23,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,23,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,23,5.0,5.0,True
5,2.0,SimpleAugmentingMatcher,48,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,48,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,48,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,35,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,35,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,35,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,21,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,21,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,21,6.0,6.0,True
6,2.0,SimpleAugmentingMatcher,13,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,13,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,13,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,15,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,15,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,15,6.0,6.0,True
4,1.0,SimpleAugmentingMatcher,19,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,19,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,19,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,38,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,38,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,38,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,29,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,29,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,29,5.0,5.0,True
5,1.5,SimpleAugmentingMatcher,46,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,46,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,46,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,7,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,7,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,7,5.0,5.0,True
5,1.0,SimpleAugmentingMatcher,42,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,35,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,35,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,35,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,13,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,13,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,13,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,43,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,43,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,43,1.0,1.0,True
4,2.0,SimpleAugmentingMatcher,44,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,44,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,44,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,30,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,30,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,30,1.0,1.0,True
6,2.0,SimpleAugmentingMatcher,24,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,24,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,24,6.0,6.0,True
5,2.0,SimpleAugmentingMatcher,4,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,4,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,4,5.0,5.0,True
5,1.0,SimpleAugmentingMatcher,9,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,9,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,9,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,45,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,45,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,45,5.0,5.0,True
6,2.0,SimpleAugmentingMatcher,47,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,47,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,47,6.0,6.0,True
4,1.5,SimpleAugmentingMatcher,10,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,10,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,10,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,1,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,1,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,1,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,26,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,26,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,26,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,33,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,33,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,33,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,38,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,38,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,38,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,7,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,7,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,7,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,41,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,41,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,41,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,32,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,32,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,32,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,30,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,30,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,30,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,22,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,22,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,22,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,5,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,5,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,5,3.0,3.0,True
6,2.0,SimpleAugmentingMatcher,44,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,44,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,44,6.0,6.0,True
3,1.5,SimpleAugmentingMatcher,30,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,30,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,30,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,34,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,34,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,34,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,2,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,2,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,2,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,18,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,18,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,18,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,0,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,0,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,0,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,9,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,9,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,9,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,46,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,46,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,46,6.0,6.0,True
5,2.0,SimpleAugmentingMatcher,8,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,8,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,8,5.0,5.0,True
6,1.5,SimpleAugmentingMatcher,47,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,47,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,47,6.0,6.0,True
5,1.0,SimpleAugmentingMatcher,48,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,48,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,48,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,0,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,0,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,0,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,27,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,27,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,27,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,8,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,8,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,8,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,32,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,32,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,32,6.0,6.0,True
5,1.0,SimpleAugmentingMatcher,35,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,35,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,35,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,32,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,32,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,32,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,7,1.0,1.0,True
